Null (reference),Null (threshold),Full,Null (reference)_ave,Null (threshold)_ave,Full_ave
12093.0,11768.0,28887.0,12.1,11.8,28.9
12321.0,11699.0,28252.0,12.3,11.7,28.3
12887.0,11954.0,28179.0,12.9,12.0,28.2
12325.0,12142.0,28627.0,12.3,12.2,28.7
13155.0,11654.0,27643.0,13.2,11.7,27.7
10897.0,11907.0,27970.0,10.9,11.9,28.0
11717.0,11784.0,28463.0,11.7,11.8,28.5
12564.0,12155.0,27369.0,12.6,12.2,27.4
12088.0,12062.0,27480.0,12.1,12.1,27.5
12628.0,12064.0,28149.0,12.6,12.1,28.2
11923.0,12139.0,28029.0,11.9,12.2,28.1
12148.0,12032.0,27782.0,12.2,12.0,27.8
12600.0,12100.0,28483.0,12.6,12.1,28.5
11611.0,11942.0,28038.0,11.6,12.0,28.1
11321.0,11834.0,28336.0,11.3,11.8,28.4
10712.0,11947.0,28235.0,10.7,12.0,28.3
11819.0,11909.0,28505.0,11.8,11.9,28.5
12333.0,11916.0,27185.0,12.3,11.9,27.2
12426.0,11948.0,27368.0,12.4,12.0,27.4
12627.0,11883.0,28924.0,12.6,11.9,29.0
12670.0,11931.0,28360.0,12.7,11.9,28.4
10666.0,11763.0,27967.0,10.7,11.8,28.0
11898.0,11840.0,27376.0,11.9,11.9,27.4
11538.0,11914.0,27901.0,11.5,11.9,27.9
11895.0,12069.0,27861.0,11.9,12.1,27.9
10741.0,11944.0,27300.0,10.8,12.0,27.3
11504.0,12171.0,26201.0,11.5,12.2,26.2
12972.0,11684.0,29003.0,13.0,11.7,29.0
12258.0,11963.0,28704.0,12.3,12.0,28.7
12030.0,11678.0,29165.0,12.0,11.7,29.2
11821.0,11814.0,27770.0,11.8,11.8,27.8
13253.0,12223.0,28135.0,13.3,12.2,28.2
12976.0,12480.0,27959.0,13.0,12.5,28.0
12562.0,11949.0,28025.0,12.6,12.0,28.1
12498.0,11947.0,28241.0,12.5,12.0,28.3
11667.0,11704.0,26965.0,11.7,11.7,27.0
11785.0,11980.0,27677.0,11.8,12.0,27.7
11540.0,12300.0,28671.0,11.6,12.3,28.7
12255.0,12043.0,28854.0,12.3,12.1,28.9
12278.0,11782.0,28612.0,12.3,11.8,28.6
11847.0,12313.0,28125.0,11.9,12.3,28.2
12527.0,12392.0,27892.0,12.5,12.4,27.9
12450.0,12333.0,28816.0,12.5,12.3,28.8
12561.0,11947.0,27818.0,12.6,12.0,27.8
12372.0,12341.0,27904.0,12.4,12.4,27.9
11425.0,12081.0,27602.0,11.4,12.1,27.6
13234.0,11958.0,27779.0,13.2,12.0,27.8
11659.0,12493.0,28489.0,11.7,12.5,28.5
12206.0,11455.0,28600.0,12.2,11.5,28.6
12195.0,12137.0,28173.0,12.2,12.1,28.2
11994.0,11884.0,28021.0,12.0,11.9,28.0
11721.0,12745.0,28074.0,11.7,12.8,28.1
12044.0,12221.0,27789.0,12.1,12.2,27.8
12904.0,11974.0,28354.0,12.9,12.0,28.4
12284.0,12145.0,28350.0,12.3,12.2,28.4
12469.0,11993.0,28333.0,12.5,12.0,28.4
11978.0,12034.0,27525.0,12.0,12.0,27.6
12239.0,11889.0,27522.0,12.3,11.9,27.5
11953.0,12032.0,27664.0,12.0,12.0,27.7
12912.0,12028.0,27035.0,12.9,12.0,27.1
12566.0,12105.0,28797.0,12.6,12.1,28.8
11757.0,12163.0,28301.0,11.8,12.2,28.3
12930.0,12366.0,29035.0,12.9,12.4,29.1
12479.0,12062.0,28408.0,12.5,12.1,28.4
11062.0,12097.0,28793.0,11.1,12.1,28.8
12408.0,12198.0,29131.0,12.4,12.2,29.2
11826.0,12549.0,27112.0,11.8,12.6,27.1
12549.0,11934.0,27609.0,12.6,11.9,27.6
12526.0,12057.0,29035.0,12.5,12.1,29.1
12652.0,11922.0,27484.0,12.7,11.9,27.5
11362.0,12288.0,28061.0,11.4,12.3,28.1
11924.0,12128.0,28443.0,11.9,12.1,28.5
12325.0,12360.0,27806.0,12.3,12.4,27.8
12045.0,11804.0,27557.0,12.1,11.8,27.6
12850.0,12116.0,28366.0,12.9,12.1,28.4
12756.0,11890.0,28531.0,12.8,11.9,28.6
11835.0,11921.0,28718.0,11.8,11.9,28.7
12393.0,12442.0,27904.0,12.4,12.5,27.9
12839.0,12151.0,28858.0,12.9,12.2,28.9
12485.0,12330.0,28156.0,12.5,12.3,28.2
12361.0,11821.0,28115.0,12.4,11.8,28.1
12208.0,12018.0,28011.0,12.2,12.0,28.0
12536.0,11939.0,27154.0,12.5,12.0,27.2
12296.0,12459.0,28604.0,12.3,12.5,28.6
12426.0,12124.0,27362.0,12.4,12.1,27.4
11229.0,11988.0,28333.0,11.2,12.0,28.4
12611.0,12239.0,28186.0,12.6,12.3,28.2
11504.0,11974.0,27927.0,11.5,12.0,28.0
12793.0,12068.0,28527.0,12.8,12.1,28.6
12996.0,12260.0,27653.0,13.0,12.3,27.7
12438.0,12140.0,27362.0,12.5,12.2,27.4
11769.0,12262.0,28409.0,11.8,12.3,28.4
13038.0,12323.0,27314.0,13.1,12.3,27.3
12387.0,12139.0,28598.0,12.4,12.2,28.6
12573.0,12448.0,27753.0,12.6,12.5,27.8
11616.0,12259.0,28227.0,11.6,12.3,28.3
12180.0,12051.0,28020.0,12.2,12.1,28.0
12828.0,11961.0,28034.0,12.8,12.0,28.1
11630.0,12286.0,28122.0,11.6,12.3,28.2
12605.0,12073.0,28312.0,12.6,12.1,28.3
12679.0,12281.0,27064.0,12.7,12.3,27.1
11825.0,12432.0,28453.0,11.8,12.4,28.5
11475.0,12166.0,27766.0,11.5,12.2,27.8
11784.0,12332.0,29146.0,11.8,12.3,29.2
12782.0,12232.0,28859.0,12.8,12.2,28.9
12317.0,12658.0,28686.0,12.3,12.7,28.7
12210.0,12515.0,27963.0,12.2,12.5,28.0
11630.0,12315.0,29174.0,11.6,12.3,29.2
11357.0,12560.0,28385.0,11.4,12.6,28.4
11955.0,11815.0,28217.0,12.0,11.8,28.2
12611.0,12492.0,27963.0,12.6,12.5,28.0
12350.0,12018.0,28188.0,12.4,12.0,28.2
12811.0,12147.0,27606.0,12.8,12.2,27.6
12513.0,11988.0,29257.0,12.5,12.0,29.3
12270.0,12154.0,28756.0,12.3,12.2,28.8
11943.0,12394.0,27670.0,12.0,12.4,27.7
12727.0,12690.0,28325.0,12.7,12.7,28.4
12531.0,12270.0,28008.0,12.5,12.3,28.0
12628.0,12104.0,28041.0,12.6,12.1,28.1
12999.0,12462.0,28357.0,13.0,12.5,28.4
11885.0,12474.0,28442.0,11.9,12.5,28.5
12308.0,11953.0,27440.0,12.3,12.0,27.5
12187.0,12208.0,28975.0,12.2,12.2,29.0
12763.0,12541.0,27940.0,12.8,12.6,28.0
12144.0,12115.0,27861.0,12.2,12.1,27.9
12932.0,12583.0,27714.0,12.9,12.6,27.7
12296.0,12193.0,28582.0,12.3,12.2,28.6
12230.0,11914.0,28938.0,12.2,11.9,29.0
12333.0,12322.0,28362.0,12.3,12.3,28.4
11158.0,12355.0,29558.0,11.2,12.4,29.6
12515.0,11944.0,28153.0,12.5,12.0,28.2
12306.0,12262.0,28160.0,12.3,12.3,28.2
11985.0,12405.0,27916.0,12.0,12.4,27.9
12007.0,12501.0,28443.0,12.0,12.5,28.5
12055.0,12088.0,28862.0,12.1,12.1,28.9
11637.0,12308.0,28578.0,11.6,12.3,28.6
11578.0,12326.0,28312.0,11.6,12.3,28.3
12120.0,12122.0,28229.0,12.1,12.1,28.3
13211.0,12262.0,27908.0,13.2,12.3,27.9
11854.0,12268.0,27615.0,11.9,12.3,27.6
13825.0,12119.0,27295.0,13.8,12.1,27.3
12004.0,12313.0,28092.0,12.0,12.3,28.1
11440.0,12013.0,28411.0,11.5,12.0,28.4
12430.0,11949.0,29080.0,12.4,12.0,29.1
11983.0,12154.0,28363.0,12.0,12.2,28.4
12595.0,12395.0,27584.0,12.6,12.4,27.6
11190.0,11792.0,27543.0,11.2,11.8,27.6
12548.0,12108.0,28286.0,12.6,12.1,28.3
12249.0,12398.0,28965.0,12.3,12.4,29.0
12721.0,12186.0,28206.0,12.7,12.2,28.2
12530.0,12186.0,29162.0,12.5,12.2,29.2
12349.0,12506.0,28992.0,12.4,12.5,29.0
12450.0,12473.0,28789.0,12.5,12.5,28.8
12719.0,12278.0,28766.0,12.7,12.3,28.8
12058.0,12134.0,28804.0,12.1,12.1,28.8
12383.0,12419.0,28167.0,12.4,12.4,28.2
12355.0,12217.0,27873.0,12.4,12.2,27.9
12763.0,12511.0,28363.0,12.8,12.5,28.4
12513.0,12142.0,28424.0,12.5,12.2,28.5
12715.0,12516.0,28421.0,12.7,12.5,28.4
12779.0,12287.0,28239.0,12.8,12.3,28.3
12554.0,12295.0,27829.0,12.6,12.3,27.9
12435.0,12086.0,28799.0,12.4,12.1,28.8
11785.0,12129.0,27795.0,11.8,12.1,27.8
12696.0,12471.0,27153.0,12.7,12.5,27.2
13286.0,12593.0,27364.0,13.3,12.6,27.4
12254.0,12185.0,28356.0,12.3,12.2,28.4
12310.0,12602.0,28050.0,12.3,12.6,28.1
12224.0,12381.0,28769.0,12.2,12.4,28.8
12781.0,12352.0,28335.0,12.8,12.4,28.4
13412.0,12080.0,27660.0,13.4,12.1,27.7
12296.0,12437.0,27588.0,12.3,12.4,27.6
13324.0,12184.0,28265.0,13.3,12.2,28.3
12110.0,12667.0,28378.0,12.1,12.7,28.4
12127.0,11812.0,28531.0,12.1,11.8,28.6
13735.0,12096.0,27585.0,13.7,12.1,27.6
12074.0,12521.0,28026.0,12.1,12.5,28.1
12440.0,12298.0,29281.0,12.5,12.3,29.3
12482.0,12294.0,28500.0,12.5,12.3,28.5
11852.0,12416.0,28840.0,11.9,12.4,28.9
11766.0,12471.0,28298.0,11.8,12.5,28.3
12017.0,12492.0,28065.0,12.0,12.5,28.1
12164.0,12245.0,27811.0,12.2,12.3,27.8
10770.0,9804.0,24772.0,10.8,9.8,24.8
10978.0,9998.0,24118.0,11.0,10.0,24.1
10681.0,9919.0,25019.0,10.7,9.9,25.0
10782.0,10248.0,24893.0,10.8,10.3,24.9
11026.0,10080.0,23889.0,11.0,10.1,23.9
10234.0,10498.0,24470.0,10.2,10.5,24.5
10845.0,10088.0,24192.0,10.9,10.1,24.2
10162.0,10021.0,24102.0,10.2,10.0,24.1
10117.0,10022.0,23702.0,10.1,10.0,23.7
10503.0,10653.0,24157.0,10.5,10.7,24.2
10289.0,10063.0,24009.0,10.3,10.1,24.0
11096.0,9865.0,23882.0,11.1,9.9,23.9
10502.0,9789.0,24331.0,10.5,9.8,24.4
10261.0,10108.0,24330.0,10.3,10.1,24.4
11547.0,10195.0,24823.0,11.6,10.2,24.8
9362.0,10090.0,25072.0,9.4,10.1,25.1
9815.0,10096.0,24179.0,9.8,10.1,24.2
10529.0,10113.0,24839.0,10.5,10.1,24.9
10319.0,10091.0,24511.0,10.3,10.1,24.5
10461.0,10224.0,25586.0,10.5,10.2,25.6
9295.0,10033.0,25517.0,9.3,10.0,25.5
9993.0,10116.0,24265.0,10.0,10.1,24.3
9674.0,9973.0,24962.0,9.7,10.0,25.0
10618.0,10261.0,24380.0,10.6,10.3,24.4
11306.0,10133.0,24724.0,11.3,10.1,24.7
9801.0,10285.0,25209.0,9.8,10.3,25.2
10727.0,10107.0,24941.0,10.7,10.1,25.0
9809.0,10406.0,24236.0,9.8,10.4,24.3
11465.0,10259.0,25374.0,11.5,10.3,25.4
11555.0,10379.0,24616.0,11.6,10.4,24.6
10869.0,10303.0,24441.0,10.9,10.3,24.5
10723.0,9911.0,25020.0,10.7,9.9,25.0
10585.0,10206.0,25222.0,10.6,10.2,25.2
11107.0,10532.0,24759.0,11.1,10.5,24.8
9912.0,9924.0,24799.0,9.9,9.9,24.8
10784.0,10141.0,25378.0,10.8,10.2,25.4
10196.0,10229.0,24819.0,10.2,10.2,24.8
10779.0,9964.0,24384.0,10.8,10.0,24.4
9298.0,10476.0,24127.0,9.3,10.5,24.2
10772.0,9990.0,23805.0,10.8,10.0,23.8
10037.0,10035.0,25033.0,10.0,10.0,25.1
11734.0,10395.0,24819.0,11.7,10.4,24.8
10230.0,10252.0,23899.0,10.2,10.3,23.9
10764.0,10057.0,25336.0,10.8,10.1,25.4
11186.0,10237.0,25314.0,11.2,10.2,25.3
10256.0,10166.0,26245.0,10.3,10.2,26.3
11334.0,10288.0,24811.0,11.3,10.3,24.8
10178.0,10275.0,24374.0,10.2,10.3,24.4
10484.0,10720.0,24673.0,10.5,10.7,24.7
10009.0,10316.0,24763.0,10.0,10.3,24.8
11223.0,10072.0,25218.0,11.2,10.1,25.2
11077.0,10372.0,25440.0,11.1,10.4,25.5
10863.0,10565.0,25569.0,10.9,10.6,25.6
10422.0,10225.0,25853.0,10.4,10.2,25.9
9557.0,10326.0,24889.0,9.6,10.3,24.9
10463.0,9938.0,25434.0,10.5,9.9,25.5
10692.0,10105.0,25149.0,10.7,10.1,25.2
11428.0,10616.0,25160.0,11.4,10.6,25.2
10549.0,10300.0,24766.0,10.6,10.3,24.8
10561.0,10379.0,25589.0,10.6,10.4,25.6
11625.0,10491.0,25860.0,11.6,10.5,25.9
10750.0,10452.0,24753.0,10.8,10.5,24.8
10904.0,10558.0,24921.0,10.9,10.6,24.9
11003.0,10127.0,25084.0,11.0,10.1,25.1
11510.0,10273.0,25783.0,11.5,10.3,25.8
9798.0,10259.0,25416.0,9.8,10.3,25.4
10665.0,10365.0,25597.0,10.7,10.4,25.6
10664.0,10645.0,25373.0,10.7,10.7,25.4
11141.0,10664.0,24812.0,11.2,10.7,24.8
10712.0,10350.0,26104.0,10.7,10.4,26.1
10995.0,10345.0,25183.0,11.0,10.4,25.2
11499.0,10422.0,25751.0,11.5,10.4,25.8
11391.0,10183.0,24749.0,11.4,10.2,24.8
11181.0,10763.0,25020.0,11.2,10.8,25.0
10444.0,10538.0,25238.0,10.5,10.5,25.3
10456.0,10487.0,25607.0,10.5,10.5,25.6
10490.0,10056.0,26180.0,10.5,10.1,26.2
11222.0,10329.0,25999.0,11.2,10.3,26.0
10535.0,10808.0,24742.0,10.5,10.8,24.8
10836.0,10459.0,26216.0,10.8,10.5,26.2
9959.0,10810.0,25439.0,10.0,10.8,25.5
11104.0,10197.0,25486.0,11.1,10.2,25.5
11066.0,10515.0,26037.0,11.1,10.5,26.1
10680.0,10529.0,24956.0,10.7,10.5,25.0
11154.0,10857.0,25403.0,11.2,10.9,25.4
10860.0,10526.0,25817.0,10.9,10.5,25.8
11806.0,10142.0,26121.0,11.8,10.2,26.1
10823.0,10842.0,25465.0,10.8,10.9,25.5
10722.0,10248.0,26029.0,10.7,10.3,26.1
11225.0,10568.0,25960.0,11.2,10.6,26.0
10987.0,10396.0,25242.0,11.0,10.4,25.3
10965.0,10305.0,25363.0,11.0,10.3,25.4
11066.0,10681.0,25213.0,11.1,10.7,25.2
10914.0,10684.0,25710.0,10.9,10.7,25.7
12061.0,10462.0,25073.0,12.1,10.5,25.1
10587.0,10303.0,26554.0,10.6,10.3,26.6
10408.0,10494.0,25908.0,10.4,10.5,25.9
10341.0,10434.0,25943.0,10.4,10.4,26.0
10250.0,10559.0,25902.0,10.3,10.6,25.9
10504.0,10312.0,24852.0,10.5,10.3,24.9
10846.0,9978.0,25377.0,10.9,10.0,25.4
11431.0,10685.0,25722.0,11.4,10.7,25.7
10283.0,10897.0,25260.0,10.3,10.9,25.3
10856.0,10695.0,25751.0,10.9,10.7,25.8
9863.0,10411.0,26051.0,9.9,10.4,26.1
10653.0,10638.0,25446.0,10.7,10.6,25.5
9705.0,10609.0,25372.0,9.7,10.6,25.4
9964.0,10759.0,25044.0,10.0,10.8,25.1
10517.0,10538.0,25590.0,10.5,10.5,25.6
11134.0,10427.0,25101.0,11.1,10.4,25.1
10663.0,10634.0,25232.0,10.7,10.6,25.3
10331.0,10305.0,25759.0,10.3,10.3,25.8
10744.0,10734.0,25686.0,10.8,10.7,25.7
10779.0,10689.0,25496.0,10.8,10.7,25.5
11363.0,10928.0,25136.0,11.4,10.9,25.2
10968.0,10469.0,25860.0,11.0,10.5,25.9
12438.0,10710.0,25954.0,12.5,10.7,26.0
10378.0,10785.0,26447.0,10.4,10.8,26.5
11276.0,10601.0,25807.0,11.3,10.6,25.8
11540.0,10322.0,25376.0,11.6,10.3,25.4
10259.0,10479.0,26019.0,10.3,10.5,26.0
10329.0,10468.0,25440.0,10.3,10.5,25.5
11614.0,10778.0,24870.0,11.6,10.8,24.9
11373.0,10603.0,26589.0,11.4,10.6,26.6
10810.0,10850.0,26780.0,10.8,10.9,26.8
10332.0,10613.0,26573.0,10.3,10.6,26.6
11372.0,10696.0,25067.0,11.4,10.7,25.1
11171.0,10300.0,25961.0,11.2,10.3,26.0
10425.0,11063.0,26243.0,10.4,11.1,26.3
11276.0,10612.0,26346.0,11.3,10.6,26.4
10226.0,10949.0,24866.0,10.2,11.0,24.9
12039.0,10425.0,25848.0,12.1,10.4,25.9
11075.0,10454.0,26098.0,11.1,10.5,26.1
11081.0,10949.0,26104.0,11.1,11.0,26.1
11108.0,10885.0,26669.0,11.1,10.9,26.7
10632.0,10779.0,26365.0,10.6,10.8,26.4
11358.0,10687.0,25613.0,11.4,10.7,25.6
11819.0,11168.0,25624.0,11.8,11.2,25.6
11175.0,11034.0,25542.0,11.2,11.0,25.6
11205.0,10727.0,25652.0,11.2,10.7,25.7
10615.0,10806.0,26653.0,10.6,10.8,26.7
10533.0,11025.0,25855.0,10.5,11.0,25.9
10938.0,10511.0,25450.0,10.9,10.5,25.5
10597.0,10879.0,26460.0,10.6,10.9,26.5
11803.0,10844.0,26083.0,11.8,10.9,26.1
11491.0,10809.0,25761.0,11.5,10.8,25.8
11377.0,10813.0,25548.0,11.4,10.8,25.6
10313.0,11123.0,26410.0,10.3,11.1,26.4
11892.0,10876.0,25399.0,11.9,10.9,25.4
10534.0,10935.0,26545.0,10.5,10.9,26.6
10533.0,10919.0,25930.0,10.5,10.9,26.0
11204.0,10993.0,26193.0,11.2,11.0,26.2
10248.0,10985.0,26330.0,10.3,11.0,26.4
10835.0,10769.0,26063.0,10.8,10.8,26.1
11180.0,10940.0,25050.0,11.2,11.0,25.1
11142.0,10865.0,25800.0,11.2,10.9,25.8
11199.0,11219.0,26293.0,11.2,11.2,26.3
11398.0,11083.0,25678.0,11.4,11.1,25.7
11075.0,10830.0,27198.0,11.1,10.8,27.2
11679.0,10696.0,25760.0,11.7,10.7,25.8
11336.0,10851.0,26470.0,11.3,10.9,26.5
10598.0,10751.0,26577.0,10.6,10.8,26.6
10373.0,10693.0,26359.0,10.4,10.7,26.4
10311.0,10768.0,26189.0,10.3,10.8,26.2
11425.0,11079.0,26029.0,11.4,11.1,26.1
10848.0,10816.0,26750.0,10.9,10.8,26.8
10881.0,10579.0,26366.0,10.9,10.6,26.4
12019.0,10862.0,25913.0,12.0,10.9,25.9
10755.0,10972.0,26575.0,10.8,11.0,26.6
10725.0,11077.0,25272.0,10.7,11.1,25.3
10743.0,10861.0,25816.0,10.8,10.9,25.8
10760.0,10884.0,26808.0,10.8,10.9,26.8
11793.0,10899.0,26565.0,11.8,10.9,26.6
11379.0,10836.0,27835.0,11.4,10.8,27.9
11877.0,11062.0,25943.0,11.9,11.1,26.0
11363.0,10749.0,26485.0,11.4,10.8,26.5
11203.0,10773.0,26909.0,11.2,10.8,26.9
11025.0,11280.0,25876.0,11.0,11.3,25.9
11851.0,10875.0,26060.0,11.9,10.9,26.1
10809.0,11311.0,26905.0,10.8,11.3,26.9
10823.0,11248.0,26184.0,10.8,11.3,26.2
11843.0,11257.0,26446.0,11.9,11.3,26.5
11624.0,11031.0,26420.0,11.6,11.0,26.4
10972.0,10673.0,27183.0,11.0,10.7,27.2
11780.0,11085.0,25814.0,11.8,11.1,25.8
11226.0,10800.0,27065.0,11.2,10.8,27.1
11332.0,10815.0,25664.0,11.3,10.8,25.7
10999.0,11009.0,27246.0,11.0,11.0,27.3
11214.0,11053.0,26882.0,11.2,11.1,26.9
10964.0,11052.0,27199.0,11.0,11.1,27.2
11084.0,11204.0,26032.0,11.1,11.2,26.1
11165.0,10540.0,26261.0,11.2,10.6,26.3
10862.0,11012.0,26203.0,10.9,11.0,26.2
11343.0,10892.0,26962.0,11.4,10.9,27.0
11203.0,11066.0,26916.0,11.2,11.1,26.9
11732.0,10987.0,26464.0,11.7,11.0,26.5
11422.0,10887.0,26560.0,11.4,10.9,26.6
10949.0,11015.0,26433.0,11.0,11.0,26.5
11091.0,11316.0,26606.0,11.1,11.3,26.6
11010.0,11089.0,26484.0,11.0,11.1,26.5
11321.0,11409.0,26817.0,11.3,11.4,26.8
11122.0,11190.0,26963.0,11.1,11.2,27.0
12082.0,10988.0,26396.0,12.1,11.0,26.4
11705.0,11205.0,26357.0,11.7,11.2,26.4
10927.0,11260.0,27567.0,10.9,11.3,27.6
11795.0,11002.0,26866.0,11.8,11.0,26.9
11575.0,11474.0,26909.0,11.6,11.5,26.9
11527.0,10899.0,26875.0,11.5,10.9,26.9
10415.0,11186.0,26549.0,10.4,11.2,26.6
11160.0,11433.0,26983.0,11.2,11.4,27.0
10854.0,10824.0,26513.0,10.9,10.8,26.5
11650.0,11353.0,25662.0,11.7,11.4,25.7
11573.0,11373.0,27608.0,11.6,11.4,27.6
11659.0,11205.0,27075.0,11.7,11.2,27.1
11446.0,11150.0,25202.0,11.5,11.2,25.2
11814.0,11387.0,26895.0,11.8,11.4,26.9
11006.0,11162.0,26936.0,11.0,11.2,27.0
11239.0,11599.0,27851.0,11.3,11.6,27.9
11588.0,10932.0,27209.0,11.6,10.9,27.2
10916.0,11079.0,27133.0,10.9,11.1,27.2
11538.0,10875.0,26436.0,11.5,10.9,26.5
11869.0,11130.0,26879.0,11.9,11.1,26.9
11496.0,11376.0,27512.0,11.5,11.4,27.5
11330.0,11015.0,26880.0,11.3,11.0,26.9
11012.0,11006.0,26830.0,11.0,11.0,26.9
12792.0,11192.0,26338.0,12.8,11.2,26.4
11583.0,11612.0,26919.0,11.6,11.6,26.9
11429.0,11141.0,26752.0,11.4,11.2,26.8
11526.0,11507.0,26120.0,11.5,11.5,26.1
11768.0,11338.0,26855.0,11.8,11.3,26.9
11465.0,11037.0,27729.0,11.5,11.0,27.8
10949.0,11128.0,26900.0,11.0,11.1,26.9
11356.0,11124.0,26983.0,11.4,11.1,27.0
11196.0,11289.0,26889.0,11.2,11.3,26.9
11322.0,11089.0,27019.0,11.3,11.1,27.0
11141.0,10969.0,26874.0,11.2,11.0,26.9
10896.0,11261.0,26056.0,10.9,11.3,26.1
11046.0,11585.0,27835.0,11.1,11.6,27.9
11793.0,11091.0,26882.0,11.8,11.1,26.9
11501.0,11063.0,26730.0,11.5,11.1,26.8
11406.0,11350.0,26894.0,11.4,11.4,26.9
11623.0,11593.0,26945.0,11.6,11.6,27.0
11195.0,11258.0,27515.0,11.2,11.3,27.5
11502.0,11294.0,27376.0,11.5,11.3,27.4
11404.0,11235.0,27322.0,11.4,11.2,27.3
12520.0,11392.0,27381.0,12.5,11.4,27.4
11631.0,11185.0,27363.0,11.6,11.2,27.4
12609.0,10984.0,26510.0,12.6,11.0,26.5
10633.0,11248.0,26917.0,10.6,11.3,26.9
11132.0,11181.0,27033.0,11.1,11.2,27.1
11871.0,11302.0,27560.0,11.9,11.3,27.6
10986.0,11309.0,27049.0,11.0,11.3,27.1
11698.0,11072.0,27557.0,11.7,11.1,27.6
11410.0,11243.0,27756.0,11.4,11.3,27.8
11553.0,11053.0,27063.0,11.6,11.1,27.1
11699.0,11250.0,26307.0,11.7,11.3,26.3
11202.0,11442.0,26934.0,11.2,11.5,27.0
12226.0,11091.0,26402.0,12.2,11.1,26.4
11590.0,11618.0,27455.0,11.6,11.6,27.5
11677.0,11179.0,26197.0,11.7,11.2,26.2
10949.0,11342.0,26072.0,11.0,11.4,26.1
11566.0,11533.0,26841.0,11.6,11.5,26.9
12112.0,11368.0,27668.0,12.1,11.4,27.7
11737.0,11511.0,26677.0,11.7,11.5,26.7
11762.0,11585.0,27045.0,11.8,11.6,27.1
11126.0,11453.0,26460.0,11.1,11.5,26.5
12379.0,11451.0,26479.0,12.4,11.5,26.5
12034.0,11807.0,27439.0,12.0,11.8,27.5
11490.0,11454.0,26844.0,11.5,11.5,26.9
11407.0,11843.0,27145.0,11.4,11.9,27.2
11557.0,11420.0,27373.0,11.6,11.4,27.4
12830.0,11537.0,27356.0,12.8,11.5,27.4
11034.0,11420.0,27487.0,11.0,11.4,27.5
12523.0,11430.0,27637.0,12.5,11.4,27.7
11451.0,11791.0,27766.0,11.5,11.8,27.8
11570.0,11844.0,27339.0,11.6,11.9,27.4
11111.0,11519.0,27725.0,11.1,11.5,27.8
11574.0,11848.0,27735.0,11.6,11.9,27.8
11938.0,11478.0,27345.0,11.9,11.5,27.4
10905.0,11291.0,28312.0,10.9,11.3,28.3
11983.0,11525.0,28026.0,12.0,11.5,28.1
11224.0,11138.0,27504.0,11.2,11.1,27.5
11191.0,11488.0,27045.0,11.2,11.5,27.1
11375.0,11312.0,27796.0,11.4,11.3,27.8
11504.0,11219.0,28009.0,11.5,11.2,28.0
12468.0,11277.0,26503.0,12.5,11.3,26.5
12759.0,11593.0,26859.0,12.8,11.6,26.9
11035.0,11488.0,26723.0,11.0,11.5,26.7
12521.0,11726.0,27358.0,12.5,11.7,27.4
11174.0,11530.0,27324.0,11.2,11.5,27.4
12243.0,11483.0,27173.0,12.3,11.5,27.2
11797.0,11812.0,27812.0,11.8,11.8,27.8
11757.0,11402.0,27958.0,11.8,11.4,28.0
11155.0,11287.0,26496.0,11.2,11.3,26.5
11382.0,11054.0,26871.0,11.4,11.1,26.9
11561.0,11534.0,27263.0,11.6,11.5,27.3
12794.0,11688.0,26834.0,12.8,11.7,26.9
11703.0,11443.0,28058.0,11.7,11.5,28.1
12299.0,11853.0,26763.0,12.3,11.9,26.8
12273.0,11543.0,28355.0,12.3,11.6,28.4
11949.0,11406.0,27400.0,12.0,11.4,27.4
12358.0,11278.0,26759.0,12.4,11.3,26.8
10883.0,11384.0,28711.0,10.9,11.4,28.7
12260.0,11405.0,26004.0,12.3,11.4,26.0
12052.0,11573.0,26531.0,12.1,11.6,26.6
11269.0,11868.0,28206.0,11.3,11.9,28.2
11602.0,11843.0,28221.0,11.6,11.9,28.2
12166.0,11721.0,27951.0,12.2,11.7,28.0
11399.0,11499.0,27948.0,11.4,11.5,28.0
11598.0,11708.0,26804.0,11.6,11.7,26.8
11780.0,11887.0,28385.0,11.8,11.9,28.4
11356.0,11676.0,27350.0,11.4,11.7,27.4
11239.0,11938.0,27191.0,11.3,11.9,27.2
11634.0,11426.0,27078.0,11.6,11.4,27.1
11842.0,11585.0,27010.0,11.9,11.6,27.0
11247.0,11776.0,27990.0,11.3,11.8,28.0
11665.0,11299.0,28248.0,11.7,11.3,28.3
12022.0,11722.0,27607.0,12.0,11.7,27.6
12110.0,11160.0,26939.0,12.1,11.2,27.0
11626.0,11657.0,27063.0,11.6,11.7,27.1
11238.0,11707.0,28072.0,11.2,11.7,28.1
11359.0,11373.0,28111.0,11.4,11.4,28.1
11951.0,11645.0,27087.0,12.0,11.7,27.1
11894.0,11518.0,26948.0,11.9,11.5,27.0
11194.0,11613.0,27250.0,11.2,11.6,27.3
11506.0,11812.0,27465.0,11.5,11.8,27.5
11839.0,11182.0,28235.0,11.9,11.2,28.3
11731.0,11522.0,27644.0,11.7,11.5,27.7
12611.0,11699.0,27243.0,12.6,11.7,27.3
11993.0,11644.0,27035.0,12.0,11.7,27.1
12317.0,11346.0,28006.0,12.3,11.4,28.0
12001.0,11517.0,27661.0,12.0,11.5,27.7
11962.0,11606.0,27342.0,12.0,11.6,27.4
